school_rbd,area_income_va,program_income_full_va,institution_income_va,math_va,area_income_n,program_income_full_n,institution_income_n,math_n,complete_decomposition_input,decomposition_order,program_income_full_component_math_va,program_income_full_component_institution_income_va,program_income_full_component_area_income_va,program_income_full_component_residual_va,program_income_full_component_sum_va,reconstruction_error
431,0.0152590799773553,0.0537682791022448,0.10134721679626,-0.0501053133929422,173,173,173,170,TRUE,math_area_institution,-0.00589326322083736,0.0363481171631523,0.0216161895778637,0.00169714893939317,0.0537681924595719,0
433,0.0568579717010641,0.0745800652923885,0.0650495356822063,-0.152708933520131,257,257,257,253,TRUE,math_area_institution,-0.0183308826252318,0.00929694808719202,0.0779497192073506,0.00566419398040474,0.0745799786497156,0
437,0.109117514439538,0.152809319207135,0.119423930571032,-0.0234664490691216,886,886,886,879,TRUE,math_area_institution,-0.00266409786181524,0.0140723064625448,0.126331173719465,0.0150698502442676,0.152809232564462,0
438,-0.0037256967866062,0.0213161022029911,0.0478118160060813,-0.137883828119856,173,173,173,164,TRUE,math_area_institution,-0.0165337821099666,0.0212415613244853,0.00758125017570944,0.00902698617008997,0.0213160155603181,0
440,-0.0165348972376259,0.0068855268727456,0.0577173887457281,-0.136656113162721,249,249,249,246,TRUE,math_area_institution,-0.0163849584002865,0.0292386766445769,-0.0071313749392021,0.00116309692498441,0.00688544023007264,0
441,0.0275605627791912,0.04628167230341,0.0136356474349371,-0.277943173423442,8,8,8,7,TRUE,math_area_institution,-0.0335117876496859,-0.00150236551611425,0.0554040110114701,0.0258917278150671,0.0462815856607371,0
448,-0.0222766704292177,0.002361474261934,0.0413171199747038,-0.108535984385464,505,505,505,501,TRUE,math_area_institution,-0.0129762340404586,0.0242619955370328,-0.0161175237336042,0.00719314985629105,0.00236138761926105,-4.33680868994202e-19
449,0.032069298331583,0.0754379400139885,0.0875178355521437,-0.12782045985103,262,262,262,258,TRUE,math_area_institution,-0.0153138997676207,0.0259692210447245,0.0475249533705862,0.0172575787236255,0.0754378533713155,0
478,-0.0219257895569794,-0.0144419817952161,0.0349378822629202,-0.0309419281357791,312,312,312,311,TRUE,math_area_institution,-0.00357027605885496,0.0211220486897025,-0.0224472345772974,-0.00954660649143912,-0.0144420684378891,1.73472347597681e-18
479,-0.0240949080108761,-0.0210679925635748,0.0016499157475248,-0.0735693150331241,450,450,450,449,TRUE,math_area_institution,-0.00873757146008765,0.00863966532427974,-0.0212235299671692,0.000253356896729406,-0.0210680792062478,0
